book_id,composite_id,original_entry,parsing_confidence,needs_review,verification_notes,topic_changed,price_changed,batch_id,created_at
7967,briefe_163_7_15,"JÜNGER Ernst. Werke. Stuttgart Ernst Klett Verlag (1960-1963 in zehn Bänden). Tagebücher I Der erste Weltkrieg 556 S. . Tagebücher II. Strahlungen. Erster Teil 517 S. . Tagebücher III Strahlungen. Zweiter Teil 686 S. . Tagebücher IV. Reisetagebücher 431 S.. Essays I. Betrachtungen zur Zeit. 537 S. . Essays II. Der Arbeiter 661 S. . Essays III. Das abenteuerliche Herz 497 S. . Essays IV. Fassungen. 672 S. . Erzählende Schriften I. Erzählungen 515 S.. Erzählende Schriften II. Heliopolis 431 S. . Vom Autor besorgte Gesamtausgabe mit revidierten Texten und einigen Erstdrucken. Zehn Bände OLn.m.OU. Rücken der Umschläge gebleicht, sonst neuwertig. Dabei Verlagsprospekt anlässlich der Herausgabe der Werke in zahn Bänden.",high,f,Typo detected: 'zahn Bänden' should be 'zehn Bänden',f,f,,2026-01-26 19:56:38.614712
7968,briefe_165_7_15,"KAINZ, Josef. Briefe. Mit einem Vorwort herausgegeben von Hermann Bahr. Wien Rikola. 1921. Mit einem Bildnis von Kainz. 203 S. OPbd.",high,f,,f,t,,2026-01-26 19:56:38.614712
7969,briefe_166_7_15,"KANT, Immanuel. Werke in zehn Bänden. Herausgegeben von Wilhelm Weischedel. Mit Übersetzungen von Monika Bock und Norbert Hinske. Darmstadt Wiss. Buchgesellschaft 1968.. Vorkritische Schriften bis 1768. Erster Teil 564 V S.. Vorkritische Schriften bis 1768. Zweiter Teil. 1008 S.. Kritik der Reinen Vernunft. Erster Teil. 307 S.. Kritik der Reinen Vernunft. Zweiter Teil. 712 S.. Schriften zur Metaphysik und Logik. 685 S.. Schriften zur Ethik und Religionsphilosophie. Erster Teil. 302 S.. Schriften zur Ethik und Religionsphilosophie. Zweiter Teil. 886 S.. Kritik der Urteilskraft und Schriften zur Naturphilosophie. 633 S.. Schriften zur Anthropologie Geschichtsphilosophie Politik und Pädagogik. Erster Teil. 393 S.. Schriften zur Anthropologie Geschichtsphilosophie Politik und Pädagogik. Zweiter Teil. 767 S. . OPbd. Sehr gutes Exemplar.",high,f,,f,t,,2026-01-26 19:56:38.614712
7970,briefe_168_7_15,"KEMPOWSKI, Walter. Das Echolot. Barbarossa `41. Ein kollektives Tagebuch. München Knaus 2002. 729 S. Mit Abb. OLn. in Halbschube und Lesebändchen EA. 2. Ex 2. A.",high,f,,f,f,,2026-01-26 19:56:38.614712
7971,briefe_169_7_15,"KEMPOWSKI, Walter. Das Echolot. Ein kollektives Tagebuch. Januar und Februar 1943. München Knaus 1993. . 1. bis 17. Januar 1943. 796 S. . 18. bis 31. Januar 1943. 696 S. . 1. bis 15. Februar 19443. 809 S.. 16. bis 28. Februar 1943. 732 S. . Originalleinenbände mit Originalleinenschuber und Lesebändchen. Sehr gut erhalten.",high,f,Minor typo detected in volume 3 date: '19443' should be '1943',f,t,,2026-01-26 19:56:38.614712
7972,briefe_170_7_15,"KIPLING, Rudyard. Gesammelte Werke. Berlin Deutsche Buchgemeinschaft 1965. 3 OHPbde. m. Lesebändchen. . Dschungelwelt. Kim Das Dschungelbuch Das neue Dschungelbuch Dunkles Indien. 1041 S.. Hart und heiß. Kleine Geschichte aus den Bergen Geschichte aus Simla Die schönste Geschichte der Welt In schwarz und weiß Bilanz. 1135 S.. Das große Abenteuer …949 S.",medium,f,,f,t,,2026-01-26 19:56:38.614712
7973,briefe_172_7_15,KLABUND. Sämtliche Werke. Vollständige Neuauflage von 1925. Herausgegeben von Salomon Kirschbaum. Kettwig Phaidon 1999. 816 S. OPbd.m.OU. Verlagsfrisch,high,f,,f,t,,2026-01-26 19:56:38.614712
7974,briefe_173_7_15,"KLABUND. Gesammelte Nachdichtungen. China, Japan, Persien. Wien Phaidon 1930. 329 S. . Erzählungen und Grotesken. Gesammelte Prosa. Wien Phaidon 1930. 332 S.. Gesammelte Werke in Einzelausgaben. OLn. Neuwertig.",high,f,,f,f,,2026-01-26 19:56:38.614712
7975,briefe_175_8_15,"KLEIST, Heinrich von. Sämtliche Werke. Leipzig Insel herausgegeben von Friedrich Michael 9. bis 13. Tsd. 1187 S.. Dünndruckausgabe. OLn. Gut.",high,f,,f,t,,2026-01-26 19:56:38.614712
7976,briefe_178_8_15,"KLEMPERER, Victor. Man möchte immer weinen und lachen in einem. Revolutionstagebuch 1919. Mit einem Vorwort von Christopher Clark und einem historischen Essay von Wolfram Wette. Mit 18 Abbildungen. Berlin Aufbau 2016. 263 S. atb.",high,f,,f,f,,2026-01-26 19:56:38.614712
7977,briefe_180_8_15,"KLETTENBERG; Susanna Katharina von. Die schöne Seele. Bekenntnisse, Schriften und Briefe der…herausgegeben von Heinrich Funck. Leipzig Insel 1911. 372 S. OLn. m. Lesebändchen. Sehr gut erhalten.",high,f,,f,t,,2026-01-26 19:56:38.614712
7997,briefe_205_9_15,"LICHTENBERG, Georg Christoph. Schriften und Briefe. Herausgegeben von Wolfgang Promies. 6. Auflage 1998. Lizenzausgabe des Hanser Verlages für Zweitausendeins. . 1. Sudelbücher. Zum vorliegenden Band. Nummernkonkordanz. Inhaltsverzeichnis. 988 S.. 2/1. Sudelbücher II. Materialhefte, Tagebücher. 867 S.. 2/2. Kommentar zu Band 1 und Band 2 von Wolfgang Promies.1493 S.. 3/1. Aufsätze. Entwürfe, Gedichte. Erklärung der Hogarthischen Kupferstiche. 1075 S.. 3/2. Kommentar zu Band 3. 463 S. . 4. Briefe. Kommentare. 1340 S.. Alle sechs Leinenbände mit OU und Lesebändchen. Verlagsfrische Exemplare.",high,f,,f,f,,2026-01-26 19:56:38.614712
7978,briefe_181_8_15,"KLINGER, Friedrich Maximilian. Sämtliche Werke in zwölf Bänden. Stuttgart Cotta 1842. Erste Gesamtausgabe. Zwillinge Die falschen Spieler. Elfride. Konradin. Schwur gegen die Ehe. 455 S.. Günstling. Aristodemos. Medea in Korinth. Medea auf dem Kaukasos. Damokles. 416 S.. Fausts Leben, Thaten und Höllenfahrt. VIII, 272 SS.. Geschichte Raphaels de Aquillas 251 S.. Geschichte Giafars des Barmeciden. VI, 362 SS.. Reisen vor der Sündfluth. 1794. 342 S.. Der Faust der Morgenländer. 1795. 264 S. . Geschichte eines Deutschen der neuesten Zeit. 324 S. Der Weltmann und der Dichter. 1797. 208 S.. Sahir, Eva`s Erstgeborener im Paradiese. Das zu frühe Erwachen des Genius der Menschheit. Bruchstück. XII, 265 S.. Betrachtungen und Gedanken. Erster Theil. 288 S.. Betrachtungen und Gedanken über verschiedene Gegenstände. Lebensskizze F. M. Klingers. . 12 Teile in 6 Pbd. der Zeit (Originaleinband eingebunden) mit einem Bildnis des Autors. Sehr gut erhalten.",high,f,,f,t,,2026-01-26 19:56:38.614712
7979,briefe_182_8_15,"KLOPSTOCK, Friedrich Gottlieb. Werke in einem Band. Herausgegeben von Karl August Scheiden. Nachwort von Friedrich Georg Jünger. München Hanser 1954. 468 S. OLn. m. Lesebändchen und Schuber.",high,f,,f,t,,2026-01-26 19:56:38.614712
7980,briefe_183_8_15,"KRAMER, Theodor. Gesammelte Gedichte. Herausgegeben von Erwin Chvojka. In drei Bänden. Zweite, bis dritte durchgesehene und verbesserte Auflage. Wien Zsolnay 1998-2005. 626, 623, 828 S. OLn.m.OU und Lesebändchen. Mit Bibliotheksstempel. Neuwertig.",high,f,,f,t,,2026-01-26 19:56:38.614712
7981,briefe_184_8_15,"KRAMER, Theodor. Gesammelte Gedichte. Hrsg. v. Erwin Chvojka. Wien Europaverlag 1984. In 3 Bänden. 621, 623, 813 SS. Originalleinenbände mit OU und Lesebändchen. Verlagsfrisch.",high,f,,f,t,,2026-01-26 19:56:38.614712
7982,briefe_185_8_15,"KRAUS, Karl. Ausgewählte Werke München Langen Müller 1971. Band 1. Grimassen Auswahl 1902 – 14. 574 S. . Band 2. In dieser großen Zeit. Auswahl 1914 – 25. 647 S. . Band 3. vor der Walpurgisnacht Auswahl 1925 – 33. 690 S- . 3 Originalleinenbände. Schuber. Neuwertig. 2 Ex.",high,f,,f,f,,2026-01-26 19:56:38.614712
7983,briefe_186_8_15,"KRAUS, Karl. Werke. Herausgegeben von Heinrich Fischer. München Kösel. Band 3. Beim Wort genommen. 2. Aufl. 1965. 462 S. . Band 4. Widerschein der Fackel. Glossen. 1.Aufl, 1956. 433 S. . Band 5. Die letzten Tage der Menschheit. Tragödie in fünf Akten mit Vorspiel und Epilog. Der Text folgt der Originalfassung des Jahres 1926. 1957. 769 S.Band 6. Literatur und Lüge. 1958. 355 S. . Band 9. Unsterblicher Witz. 1961. 341 S. . Band 10. Mit vorzüglicher Hochachtung. Briefe des Verlages der Fackel. 1962. 434 S. . Originalleinenbände mit Originalumschlag. Alle sehr gut erhalten.",high,f,,f,f,,2026-01-26 19:56:38.614712
7984,briefe_188_8_15,"KUBIN, Alfred. Briefe an eine Freundin. Herausgegeben von Helma de Gironcoli. Mit 28 größtenteils unbekannten Illustrationen des Künstlers. Wien Bergland Verlag 1965. 59 S. Österreich – Reihe TB.",high,f,,f,t,,2026-01-26 19:56:38.614712
7985,briefe_189_8_15,"KUES, Nikolaus von. Philosophisch-Theologische Schriften. Herausgegeben und eingeführt von Leo Gabriel. Lateinisch – Deutsch. Wien. Herder 1964. . Einführung und Aufbau. De docta ignorantia. De venatione sapientiae. XL, 591 S. . De coniecturis, de principio u.a. XXXI, 731 S. . Compendium. De visione die u.a… Gesamtregister. Literaturverzeichnis. XXIV, 844 S. . Originalleinenbände. Neuwertig.",high,f,,f,t,,2026-01-26 19:56:38.614712
7986,briefe_191_8_15,"LANDUCCI, Luca. Ein florentinisches Tagebuch 1450 – 1516. Übersetzt, eingeleitet und erklärt von Marie Herzfeld. Jena Diederichs 1912. Das Zeitalter der Renaissance… Band eins. OHPgt. M. Lesebändchen Sehr gut.",high,f,,f,t,,2026-01-26 19:56:38.614712
7987,briefe_192_8_15,"LASKER-SCHÜLER, Else. Briefe. Erster Band: Lieber gestreifter Tiger. 344 S. . Briefe. Zweiter Band: Wo ist unser buntes Theben. 397 S. . Herausgegeben von Margarete Kupper. München Kösel 1969. OLn.m.OU. EA. Neuwertig.",high,f,,f,t,,2026-01-26 19:56:38.614712
7988,briefe_193_8_15,"LASKER-SCHÜLER, Else. Gesammelte Werke in drei Bänden. . Erster Band: Gedichte 1902 – 1943. Hrsg. von Friedhelm Kemp. 1961. 2.Aufl. 4.-6.Tsd. 438 S. . Zweiter Band: Prosa und Schauspiele Hrsg. von Friedhelm Kemp. 1962. 1231 S. EA. . Dritter Band: Verse und Prosa aus dem Nachlass. Hrsg. v. Werner Kraft. 1961. 177 S. EA. . München Kösel. OLn.m.OU und Lesebändchen. Neuwertig.",high,f,,f,t,,2026-01-26 19:56:38.614712
7989,briefe_194_8_15,"LEAUTAUD, Paul. Literarisches Tagebuch 1893 – 1956. Eine Auswahl. Herausgegeben von Hanns Grössel. Reinbek Rowohlt 1966. 247 S. Rowohlt Paperback.",high,f,,f,f,,2026-01-26 19:56:38.614712
7990,briefe_196_8_15,"LENAU, Nikolaus. Sämtliche Werke und Briefe. Auf der Grundlage der historisch-kritischen Ausgabe von Eduard Castle mit einem Nachwort herausgegeben von Walter Dietze. . Erster Band: Gedichte und Versepen. 1199 S.. Zweiter Band: Briefe. 1310 S.. Leipzig Insel 1970. OLn. m. Lesebändchen.",high,f,,f,t,,2026-01-26 19:56:38.614712
7991,briefe_197_8_15,"LENAU, Nikolaus. Briefe an Sophie von Löwenthal (1834-1845) Herausgegeben von Peter Härtling. München Kösel 1968. 261 S. OLn. m. Lesebändchen. Neuwertig.",high,f,,f,t,,2026-01-26 19:56:38.614712
7992,briefe_198_8_15,"LENAU, Nikolaus. Sämtliche Werke. Briefe. Herausgegeben von Hermann Engelhard. Stuttgart Cotta 1859. 1090 S. Grüner Originalleinenband mit OU. Neuwertig.",high,f,,f,t,,2026-01-26 19:56:38.614712
7993,briefe_199_8_15,"LENZ, Jakob Michael Reinhold. Werke und Briefe in drei Bänden. Herausgegeben von Sigrid Damm. Leipzig Insel 1987.. Dramen. Dramatische Fragmente. Übersetzungen Shakespeares. 783 S.. Lustspiele nach dem Plautus. Prosadichtungen. Theoretische Schriften. 958 S.. Lyrik. Briefe. 994 S. OLn.m.OU Neuwertige Exemplare. Schöne Kassette Verlagsfrisch",high,f,,f,t,,2026-01-26 19:56:38.614712
7994,briefe_202_9_15,"LESSING, Gotthold Ephraim. Gesammelte Werke in zehn Bänden. Herausgegeben von Paul Rilla. Berlin Aufbau-Verlag 2. Aufl. 1968. . Gedichte und Sinnsprüche. Fabeln. Jugenddramen. M.1.Porträt Lessings. 727 S. . Dramen. Dramenfragmente. 577 S.. Frühe kritische Schriften. 737 S. . Über die Fabel. Literaturbriefe. Sophokles. 571 S. . Antiquarische Schriften. 763 S. . Hamburgische Dramaturgie. Leben und Leben lassen. 548 S. . Über das Epigramm. Beiträge zu einem deutschen Glossarium. Philosophische und theologische Schriften I. 871 S. . Philosophische und Theologische Schriften II. 649 S. . Briefe. 908 S. . Paul Rilla: Lessing und sein Zeitalter. Nachträge. Register. 698 S. . Originalleinenbände mit OU. Bester Erhaltungszustand",high,f,,f,t,,2026-01-26 19:56:38.614712
7995,briefe_203_9_15,"LESSING, Gotthold Ephraim/ Eva KÖNIG. Briefe aus der Brautzeit 1770-1776. Mit einem einleitenden Essay von Walter Jens. Neu herausgegeben und kommentiert von Wolfgang Albrecht. Weimar Böhlau 2000. XVII, 462 S. OLn. m.OU. Verlagsfrisch.",high,f,,f,t,,2026-01-26 19:56:38.614712
7996,briefe_204_9_15,"LICHTENBERG, Georg Christoph. Schriften und Briefe. Herausgegeben von Franz H. Mautner. Frankfurt/Main Insel 1983. . 1. Einführung des Herausgebers. Sudelbücher. Fragmente. Fabeln. Verse. 669 S.. 2. Aufsätze. Satirische Schriften. 537 S.. 3. Ausführliche Erklärung der Hogarthischen Kupferstiche. Erster Teilband. Die Erklärung. 456 S.. 3. 1. Zweiter Teilband. Die Kupferstiche. 99 S.. 4. 1. Briefe. Erster Teilband. 412 S.. 4. 2. Briefe. Zweiter Teilband. 872 S.. Originalleinenbände mit roten Rückenschildern. Neuwertig",high,f,,f,t,,2026-01-26 19:56:38.614712
7998,briefe_206_9_15,"LILIENCRON, Detlev von. Ausgewählte Briefe. Herausgegeben von Richard Dehmel. Berlin Schuster & Loeffler. 1.-3.Aufl. 1910. In zwei Bänden. XXV, 296, 345 SS. Mit 6 Abb. und 4 Faksimiles. Schöne Ex.",high,f,,f,t,,2026-01-26 19:56:38.614712
7999,briefe_207_9_15,LISELOTTE VON DER PFALZ. Briefe. Herausgegeben und eingeleitet von Helmuth Kiesel. Mit zeitgenössischen Porträts. Frankfurt Insel 1981. 282. it 428. 2.Ex.,high,f,,f,f,,2026-01-26 19:56:38.614712
8000,briefe_208_9_15,"LORIOT. Gesammelte Prosa. Alle Dramen, Geschichten, Festreden, Liebesbriefe, Kochrezepte, der legendäre Opernführer und etwa zehn Gedichte. Mit einem Vorwort von Joachim Kaiser und einem Nachwort von Christoph Stölzl. Zürich Diogenes 2006. 750 S. OLn. m. OU und Lesebändchen. Kleinformat.",high,f,,f,f,,2026-01-26 19:56:38.614712
8001,briefe_209_9_15,"LUKIAN. Sämtliche Werke. Mit Anmerkungen Nach der Übersetzung von C. M. Wieland bearbeitet und ergänzt von Hanns Floerke. München Georg Müller 1911. Bände 2, 3 und 4 vorhanden. 428, 386 und 384 SS. Buchausstattung von Paul Renner. Sehr schöne Originalhalblederbände mit Lesebändchen.",high,f,,f,t,,2026-01-26 19:56:38.614712
8002,briefe_210_9_15,"LUKIAN.. Sämtliche Werke. Mit Anmerkungen. Nach der Übersetzung von C. M. Wieland bearbeitet und ergänzt von Hanns Floerke. München Georg Müller 1911. Buchausstattung Paul Renner.. In fünf Bänden. XI, 363, 428, 386, 384, 376 SS. Rote Originalhalblederbände mit grünen Lesebändchen. Einbände nur gering bestoßen. Sehr schöne Exemplare.",high,f,,f,t,,2026-01-26 19:56:38.614712
8003,briefe_211_9_15,"LUTHER, Martin. Ausgewählte Schriften. Herausgegeben von Karin Bornkamm und Gerhard Ebeling. Frankfurt Insel 1983. 2. Auflage. In 6 Bänden . Aufbruch zur Reformation. 319 S. . Erneuerung von Frömmigkeit und Theologie. 299 S. . Auseinandersetzung mit der römischen Kirche. 302 S. Christsein und weltliches Regiment. 319 S. . Kirche Gottesdienst Schule. 306 S. . Briefe Auswahl, Übersetzung und Erläuterungen von Johannes Schilling. Sechs OPbde. In Schuber. Verlagsfrisch.",high,f,,f,t,,2026-01-26 19:56:38.614712
8004,briefe_212_9_15,"MAHLER, Gustav und Alma. Ein Glück ohne Ruh´. Die Briefe Gustav Mahlers an Alma. Herausgegeben und erläutert von Henry-Louis de la Grange und Günther Weiß in Zusammenarbeit mit Knud Martner. Berlin 1997. 575 S. Mit Abb. btb TB.",high,f,,f,f,,2026-01-26 19:56:38.614712
8005,briefe_213_9_15,"MAHLER-WERFEL, Alma. Tagebuch-Suiten 1898 – 1902. Herausgegeben von Antony Beaumont und Susanne Rode-Breymann. Frankfurt Fischer 1997. XVII, 862 SS. OLn.m.OU und 2 Lesebändchen. Erstausgabe. Sehr gut erhalten. 2. Ex.",high,f,,f,f,,2026-01-26 19:56:38.614712
8006,briefe_214_9_15,"MAJAKOWSKI, Wladimir. Werke. Band 1 – 10. Herausgegeben von Leonhard Kossuth. Deutsche Nachdichtung von Hugo Huppert. Mit Anmerkungen und einer Bibliographie von Leonhard Kossuth. Frankfurt Suhrkamp 1980. Ca. 2200 Seiten und 101 Abbildungen. (werkausgabe edition suhrkamp) Taschenbuchausgabe. OLn. Sehr gut erhalten. Ohne Schuber.",high,f,"Author name appears to be transliterated variant of Vladimir Mayakovsky, the famous Russian poet",f,t,,2026-01-26 19:56:38.614712
8007,briefe_215_9_15,"MALLARME, Stephane. Kritische Schriften. Französisch und Deutsch. Herausgegeben von Gerhard Goebel und Bettina Rommel. Übersetzt von Gerhard Goebel unter Mitarbeit von Christine Le Gal. Mit einer Einleitung und Erläuterungen von Bettina Rommel. Gerlingen Lambert Schneider 1998. 399 S. OLn.m.OU und Lesebändchen. Neuwertig.",high,f,Author name appears to have accent missing - should be 'Stéphane Mallarmé' rather than 'Stephane Mallarme',f,t,,2026-01-26 19:56:38.614712
8008,briefe_216_9_15,"MALLARME, Stephane. Sämtliche Gedichte. Französisch mit deutscher Übertragung von Carl Fischer. Heidelberg Lambert Schneider 1957. 347 S. OLn.m.OU. Sehr gute Erhaltung.",high,f,"Author name appears to be missing accent marks - should be 'Mallarmé, Stéphane'",f,t,,2026-01-26 19:56:38.614712
8009,briefe_217_9_15,"MANDELA, Nelson. Briefe aus dem Gefängnis. Herausgegeben von Sahm Venter. Mit einem Vorwort von Zamaswazi Dlamini-Mandela. A. d. Engl. München Beck 2018. Mit zahlr. Abb. 752 S. OPbd. m. OU, Lesebändchen und Bauchbinde.",high,f,,f,f,,2026-01-26 19:56:38.614712
8010,briefe_218_9_15,"MANN, Thomas. Die Forderung des Tages. Abhandlungen und kleine Aufsätze über Literatur und Kunst. Nachwort von Helmut Koopmann. Frankfurt Fischer 1986. 410 S. OLn.m.OU. Gesammelte Werke in Einzelausgaben Frankfurter Ausgabe. 2.Ex. mit Schuber.",high,f,,f,f,,2026-01-26 19:56:38.614712
8011,briefe_219_9_15,"MANN, Thomas. Adel des Geistes. Sechzehn Versuche zum Problem der Humanität. 6. – 10. Auflage. Stockholm Bermann-Fischer 1948. 692 S. OLn. Stockholmer Gesamtausgabe",high,f,,f,t,,2026-01-26 19:56:38.614712
8012,briefe_220_9_15,"MANN, Thomas. Altes und Neues. Kleine Prosa aus fünf Jahrzehnten. Frankfurt S. Fischer 1953. 795 S. OLn. m. beschädigtem Umschlag. Stockholmer Gesamtausgabe. EA.",high,f,,f,t,,2026-01-26 19:56:38.614712
8013,briefe_221_9_15,"MANN, Thomas. Briefe 1889-1936. (Band I) Herausgegeben von Erika Mann. Frankfurt S. Fischer 1961. XI, 581 S. OLn.m.OU.",high,f,,f,f,,2026-01-26 19:56:38.614712
8014,briefe_222_9_15,"MANN, Thomas. Späte Erzählungen. Frankfurt S. Fischer 1981. 538 S. OLn.m.OU., Schuber und Lesebändchen. Gesammelte Werke in Einzelausgaben. Frankfurter Ausgabe. Hg. von Peter de Mendelssohn.",high,f,,f,f,,2026-01-26 19:56:38.614712
8015,briefe_223_9_15,"MANN, Thomas. Der Zauberberg. Roman. Stockholm S. Fischer 1950. 150.—159. Tsd. XXVIII, 1021 S. Stockholmer Gesamtausgabe. OLn. Sehr gut erhalten. 2. Ex.",high,f,,f,f,,2026-01-26 19:56:38.614712
8016,briefe_224_9_15,"MANN, Thomas. Tagebücher 1918 – 1921. 1979. XI, 907 S . Tagebücher 1933 – 1934. 1977. XXI, 817 S.. Tagebücher 1935 – 1936 .1978. VII, 721 S. . Tagebücher 1937 - 1939. 1980. VIII, 986 S. . Tagebücher 1940 – 1943. 1982. XI, 1199 S.. Tagebücher 1944 – 1.4.1946. 1986. XIV, 911 S. . Tagebücher 28.5.1946 – 31.12.1948. 1989. XIII, 1041 S.. Tagebücher 1949 – 1950.1991. XVIII, 775 S. . Tagebücher 1951 – 1952. 1993. XXII, 927 S. . Tagebücher 1953 – 1955. 1995. XXI, 976 S. . Herausgegeben von Peter de Mendelssohn (1918-1943) und Inge Jens. Frankfurt S. Fischer. OLn.m.OU, und je 2 Lesebändchen. Alles Erschienene! Alle Bände Neuwertig. Komplett.",high,f,,f,f,,2026-01-26 19:56:38.614712
8017,briefe_225_10_15,"MANN, Thomas. Buddenbrooks. Verfall einer Familie. In zwei Bänden. Berlin S. Fischer 1922. 499, 477 SS. 119. bis 128. Auflage. Thomas Mann Gesammelte Werke 1922. Originalhalblederbände mit Goldprägung. Sehr schönes Exemplar.",high,f,,f,t,,2026-01-26 19:56:38.614712
8018,briefe_227_10_15,"MAYREDER, Rosa. Tagebücher 1873-1937. Herausgegeben und eingeleitet von Harriet Anderson. Frankfurt Insel 1988. 329 S. Mit 20 Abbildungen. OLn.m.OU",high,f,,f,f,,2026-01-26 19:56:38.614712
8019,briefe_228_10_15,"MELL, Max. Gesammelte Werke in vier Bänden. Wien Amandus Verlag 1962. 319, 406, 333, 311 SS. Originalleinenbände mit OU. Sehr gut erhalten. 2. Ex.",high,f,,f,f,,2026-01-26 19:56:38.614712
8020,briefe_230_10_15,"MELVILLE, Herman. Briefe. Herausgegeben von Merrell R. Davis und William H. Gilman. Hamburg Claassen 1960. 289 S. A. d. Amerikan. von Eugen Gürster. Dt. EA. OLn.m.OU Sehr gut erhalten.",high,f,,f,t,,2026-01-26 19:56:38.614712
8021,briefe_231_10_15,"MENDELSSOHN BARTHOLDY, Felix. Glückliche Jugend. Briefe des jungen Komponisten herausgegeben von Günter Schulz. Bremen Jacobi Verlag 1971. 252 S. OLn.",high,f,,f,f,,2026-01-26 19:56:38.614712
8022,briefe_232_10_15,"MENDELSSOHN BARTHOLDY, Felix. Briefe einer Reise durch Deutschland, Italien und die Schweiz und Lebensbild von Peter Sutermeister. Mit Aquarellen und Zeichnungen aus Mendelssohns Reiseskizzenbüchern. Zürich Niehans 1958. 384 S. Originalleinenband. Sehr gut erhalten.",high,f,,f,f,,2026-01-26 19:56:38.614712
8023,briefe_233_10_15,MEYER. Conrad Ferdinand. Sämtliche Werke. Mit einem Nachwort von Hans Schmeer. München Droemer. 1124 S. Ln. Gut.,high,f,,f,t,,2026-01-26 19:56:38.614712
8024,briefe_236_10_15,"MORGENSTERN, Christian. Alles um des Menschen Willen. Gesammelte Briefe. Auswahl und Nachwort von Margareta Morgenstern. München Piper 1962. 440 S. OPbd.m.OU. Sehr gut erhalten. EA.",high,f,,f,t,,2026-01-26 19:56:38.614712
8025,briefe_237_10_15,"MÖRIKE, Eduard. Briefwechsel zwischen …und Friedrich Theodor Vischer. Herausgegeben von Robert Vischer. Mit fünf Abbildungen und Faksimiles. München Beck 1926. VII, 353 SS. OLn.m.OU und Schleife mit Verlagswerbung. Neuwertig.",high,f,,f,t,,2026-01-26 19:56:38.614712
8026,briefe_238_10_15,"MÖRIKE, Eduard. Gesammelte Werke. Berlin Der Tempel Verlag o.J. Herausgegeben von Franz Deibel. . Gedichte. 448 S.. Maler Nolten. Novellen in zwei Teilen. 502 S.. Novellen und Märchen. Vermischte Schriften. Dramatisches. . OHldr. Sehr gut erhalten.",medium,f,,f,f,,2026-01-26 19:56:38.614712
8027,briefe_240_10_15,"MORITZ, Karl Philipp. Werke in drei Bänden. Herausgegeben von Horst Günther. Frankfurt Insel 1993. 2.Aufl.. Band1: Autobiographische und poetische Schriften. 626 S.. Band 2: Reisen. Schriften zur Kunst und Mythologie. 949 S.. Band 3: Erfahrung, Sprache, Denken. 831 S.. Alle 3 Bände in OLn.m.OU und Schuber. Verlagsfrisch.",high,f,,f,t,,2026-01-26 19:56:38.614712
8028,briefe_242_10_15,"MÜHSAM, Erich . Tagebücher 1910-1924. Herausgegeben und mit einem Nachwort von Chris Hirte. München DTV 1994. 418 S. OPbd. studio dtv EA.",high,f,,f,t,,2026-01-26 19:56:38.614712
8029,briefe_244_10_15,"MUSIL, Robert. Gesammelte Werke in Einzelausgaben. Herausgegeben von Adolf Frise. Hamburg Rowohlt.. 1. Prosa, Dramen, späte Briefe. 1957. 844 S. 1. – 7. Tausend. Originalleinenband mit OU und Lesebändchen. Kassette. Sehr gute Erhaltung",high,f,,f,t,,2026-01-26 19:56:38.614712
8030,briefe_245_10_15,"MUSIL, Robert. Studien zu seinem Werk. Herausgegeben von Karl Dinklage u,a. Reinbek Rowohlt 1970. 410 S. Originalleinenband mit OU, Rücken gebleicht. Schönes Exemplar.",high,f,,f,t,,2026-01-26 19:56:38.614712
8031,briefe_246_10_15,"MUSIL, Robert. Der Mann ohne Eigenschaften. Lizenzausgabe. Leinenband mit Umschlag. 1632 S.",medium,f,,f,t,,2026-01-26 19:56:38.614712
8032,briefe_247_10_15,"MUSIL, Robert. Der Mann ohne Eigenschaften. Roman. Reinbek Rowohlt 1978. In zwei Bänden. 1. – 10. Tausend. 1040, - 2159 SS. OLn.OU. Etwas berieben. . 2. Exemplar: Sonderausgabe. 31.- 40. Tausend. 1983. 1040 – 2159 SS. Wie oben. Sehr gut.",high,f,,f,f,,2026-01-26 19:56:38.614712
8033,briefe_248_10_15,"MUSIL, Robert. Briefe 1901 – 1942. Mit Briefen von… Herausgegeben von Adolf Frise. Unter Mithilfe von Murray G Hall. Reinbek Rowohlt 1981. XXIV, 1458 SS. Lose dazu 2 Briefe an Carl Seelig. Originalleinenband mit OU. und Kassette. Verlagsfrisches Exemplar. . Briefe 1901 – 1942. Kommentar Register. 1981. XVI, 830 SS. OLn. OU in Kassette. Verlagsfrisch. Beide Bände zusammen",high,f,,f,t,,2026-01-26 19:56:38.614712
8034,briefe_249_10_15,"MUSIL, Robert. Tagebücher. Herausgegeben von Adolf Frise. Anmerkungen Anhang Register. Reinbek Rowohlt 1983. XIII, 1436 SS. Neu durchgesehene und ergänzte Auflage. Originalleinenband und OU. Neuwertiges Exemplar.",high,f,,f,t,,2026-01-26 19:56:38.614712
8035,briefe_251_11_15,"NIETZSCHE, Friedrich. Briefwechsel mit Franz Overbeck. Leipzig Insel 1916. 475 S Originalleinenband mit gold. Prägung. Sehr gut erhalten. Erstausgabe.",high,f,,f,t,,2026-01-26 19:56:38.614712
8036,briefe_252_11_15,"NIN, Anais. Feuer. Die unzensierten Pariser Tagebücher. A.d.Engl. v. Monika Curths. Bern Scherz Verlag 1997. 479 S. OLn.m.OU. Neu. 2 Ex Dt. EA",high,f,,f,f,,2026-01-26 19:56:38.614712
